Word,Similarity
기존,0.06456516683101654
지급,0.06134427338838577
1월,0.059351906180381775
매출액,0.05322723090648651
제한,0.05042027682065964
최대,0.04922115057706833
프리랜서,0.04792168736457825
희망,0.04614267498254776
감소,0.042671121656894684
접수,0.04238586127758026
추가,0.04129815846681595
수정,0.038737207651138306
방문,0.03833584114909172
새롭다,0.03611703962087631
노동부,0.035356245934963226
사회,0.031560298055410385
신규,0.02886173129081726
서류,0.026376457884907722
안정,0.024912521243095398
긴급,0.023448534309864044
확정,0.022863075137138367
공고,0.02158449776470661
방,0.021282821893692017
고용,0.017547596246004105
특,0.014719479717314243
자금,0.0097072534263134
기사,0.007714122533798218
일반,0.0048858243972063065
집합,0.0037787407636642456
신고,0.00046486593782901764
특수고용직,0.00030666589736938477
카페,-0.0027596494182944298
선별,-0.002937610261142254
택시,-0.017310982570052147
자영업자,-0.019051749259233475
기준,-0.023367099463939667
신청자,-0.027828723192214966
만원,-0.032146964222192764
기반,-0.057496681809425354
업종,-0.07043661177158356
